I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
N,0481713,A,048,17,12,13,FIAT,DUNA CSL SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,294600
I,04434271,A,,044,34,271,FIAT,DUNA DIESEL 1.7 SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I,04404098,A,,044,04,098,FIAT,DUNA DS RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I,04402098,A,,044,02,098,FIAT,DUNA DS SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I,04434279,A,,044,34,279,FIAT,DUNA ELBA SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,,294600
N,0041780,A,004,17,12,80,FIAT,DUNA NAFTA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
I,04434292,A,,044,34,292,FIAT,DUNA OTROS SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0281755,A,028,17,12,55,FIAT,DUNA S SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0481755,A,048,17,12,55,FIAT,DUNA S SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0281767,A,028,17,12,67,FIAT,DUNA S 1.4 INYECCION SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0481767,A,048,17,12,67,FIAT,DUNA S 1.4 INYECCION SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0281773,A,028,17,12,73,FIAT,DUNA S CONFORT 1.3 MPI SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0481773,A,048,17,12,73,FIAT,DUNA S CONFORT 1.3 MPI SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0281756,A,028,17,12,56,FIAT,DUNA S-AA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,864100,839500
N,0481756,A,048,17,12,56,FIAT,DUNA S-AA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,864100,839500
N,0041760,A,004,17,12,60,FIAT,DUNA SCV / SCR 1.6 / CSL SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,888800,839500,777700,728400
N,0281711,A,028,17,12,11,FIAT,DUNA SD SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0481711,A,048,17,12,11,FIAT,DUNA SD SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0041761,A,004,17,12,61,FIAT,DUNA SD /SDL 1.3 SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0281757,A,028,17,12,57,FIAT,DUNA SD-AA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0481757,A,048,17,12,57,FIAT,DUNA SD-AA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I,04402048,A,,044,02,048,FIAT,DUNA SDL SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I,04402177,A,,044,02,177,FIAT,DUNA SDL 1.7 SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0041779,A,004,17,12,79,FIAT,DUNA SDL 1.7 / SDL AA / CSDS /ECDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0041778,A,004,17,12,78,FIAT,DUNA SDR 1.7 / CSLD / SDRASAE /DAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
N,0441778,A,044,17,12,78,FIAT,DUNA SDR 1.7 / CSLD / SDRASAE /DAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
N,0281740,A,028,17,12,40,FIAT,DUNA SX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,802400
N,0481740,A,048,17,12,40,FIAT,DUNA SX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,802400
N,0281742,A,028,17,12,42,FIAT,"DUNA SX (1,7 D.) SEDAN 4 PUERTAS",,,,,,,,,,,,,,,,,,,,,,,,,,841700
N,0481742,A,048,17,12,42,FIAT,DUNA SX (1.7 D.) SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,841700
N,0281741,A,028,17,12,41,FIAT,DUNA SXAA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,802400
N,0481741,A,048,17,12,41,FIAT,DUNA SXAA SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,802400
N,0281743,A,028,17,12,43,FIAT,"DUNA SXAA (1,7 D.) SEDAN 4 PUERTAS",,,,,,,,,,,,,,,,,,,,,,,,,,841700
N,0481743,A,048,17,12,43,FIAT,DUNA SXAA (1.7 D.) SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,841700
I,04434293,A,,044,34,293,FIAT,ELBA SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,,294600
I,04434297,A,,044,34,297,FIAT,ELBA CSL SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,,294600
I,04434296,A,,044,34,296,FIAT,ELBA INNOCENTI 1.7D/1.6 SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,925900,777700,740700
I,04434298,A,,044,34,298,FIAT,ELBA OTROS SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,,294600
I,04404978,A,,044,04,978,FIAT,FASTBACK ABARTH TURBO 2R7U0 RAATL6 5 PUERTAS,,34920000,,,,,,,,,,,,,,,,,,,,,,,,
I,04404963,A,,044,04,963,FIAT,FASTBACK TURBO 270 AT RURAL 5 PUERTAS,,31820000,,,,,,,,,,,,,,,,,,,,,,,,
I,04413020,A,,044,13,020,FIAT,FIORINO FURGON,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430020,A,,044,30,020,FIAT,FIORINO FURGONETA,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04411020,A,,044,11,020,FIAT,FIORINO PICK-UP,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
N,0281787,A,028,17,00,87,FIAT,FIORINO 1.3 MPI FURGONETA,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430536,A,,044,30,536,FIAT,FIORINO 1.3 MPI FURGONETA,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430582,A,,044,30,582,FIAT,FIORINO 1.3 MPI 8V FIRE FURGONETA,,,,,,,,,,,,4981500,4682000,4406600,4111100,3905600,3700000,3563000,3409200,3272900,3018900,2650000,,,,
I,04412830,A,,044,12,830,FIAT,FIORINO 1.3 MULTIJET FAMILIAR,,,,,,,,,,,,5050700,4750800,4475400,4179600,3974100,3768500,3631500,3477400,3341000,3150100,2750000,,,,
I,04430013,A,,044,30,013,FIAT,FIORINO 1.7 DIESEL FURGONETA,,,,,,,,,,,,,,,,,,,,3204600,2756000,2450400,2307400,2222500,2154600,2086700
I,04430578,A,,044,30,578,FIAT,FIORINO 1.7 TD FURGONETA,,,,,,,,,,,,,,,,,,,,3204600,2756000,2450400,2307400,2222500,2154600,2086700
I,04430216,A,,044,30,216,FIAT,FIORINO 147 FURGONETA,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04411216,A,,044,11,216,FIAT,FIORINO 147 PICK-UP,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430941,A,,044,30,941,FIAT,FIORINO ENDURANCE 1.4 MTFURGONETA,,16850000,14400000,13500000,12600000,11700000,10800000,9900000,9000000,8100000,7200000,6750000,,,,,,,,,,,,,,
I,04430591,A,,044,30,591,FIAT,FIORINO FIRE 1242 MPI 8V FURGONETA,,,,,,,,,,,,4981500,4682000,4406600,4111100,3905600,3700000,3563000,3409200,3272900,3018900,2650000,,,,
N,0041787,A,004,17,22,87,FIAT,FIORINO FURGON NAFTA / FFUU NRGON,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
N,0041764,A,004,17,22,64,FIAT,FIORINO N/D FURGON,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04434339,A,,044,34,339,FIAT,FIORINO OTROS SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430014,A,,044,30,014,FIAT,FIORINO PANORAMA FURGONETA,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430102,A,,044,30,102,FIAT,FIORINO PANORAMA KAT 1.4FURGONETA,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
N,0041788,A,004,17,20,88,FIAT,FIORINO PU NAFTA/PU NAFTPAIC CK/-AUAP,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
N,0041765,A,004,17,20,65,FIAT,FIORINO P-UP PICK-UP,,,,,,,,,,,,,,,,,,,,3272900,3018900,2433300,2273500,2188600,2137600,2069700
I,04430758,A,,044,30,758,FIAT,FIORINO QUBO 1.4 8V ACTIVFEURGONETA,,,,,,,,,,,4795500,4555700,4295100,4116100,,,,,,,,,,,,
I,04430759,A,,044,30,759,FIAT,FIORINO QUBO 1.4 8V DYNAMFUICRGONETA,,,,,,,,,,5240300,4975300,4735500,4474000,4295100,3799300,,,,,,,,,,,
I,04411034,A,,044,11,034,FIAT,FIORINO TREKKING 1.5 I.E. PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,,,2086700
I,04411033,A,,044,11,033,FIAT,FIORINO WORKING 1.5 I.E. PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,,,2086700
I,04430384,A,,044,30,384,FIAT,FIORINO WORKING 1.7D FURGONETA,,,,,,,,,,,,,,,,,,,,,,,,,,2086700
I,04411384,A,,044,11,384,FIAT,FIORINO WORKING 1.7D PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,,,2086700
N,02817BV,A,028,17,12,BV,FIAT,GRAND SIENA ATTRACTIVE 1S.4EDAN 4 PUERTAS,,,,,,,,7000000,6510000,6054300,5630500,5236400,4869800,4528900,,,,,,,,,,,,
N,04817BV,A,048,17,12,BV,FIAT,GRAND SIENA ATTRACTIVE 1S.4EDAN 4 PUERTAS,,,,,,,,7000000,6510000,6054300,5630500,5236400,4869800,4528900,,,,,,,,,,,,
N,02817BK,A,028,17,12,BK,FIAT,GRAND SIENA ESSENCE 1.6 1S6EVDAN 4 PUERTAS,,,,,,,,8000000,7440000,6919200,6434900,5984400,5565500,5175900,,,,,,,,,,,,
N,04817BK,A,048,17,12,BK,FIAT,GRAND SIENA ESSENCE 1.6 1S6EVDAN 4 PUERTAS,,,,,,,,8000000,7440000,6919200,6434900,5984400,5565500,5175900,,,,,,,,,,,,
N,02817BJ,A,028,17,12,BJ,FIAT,GRAND SIENA ESSENCE 1.6 1S6EVD DAUNA 4L OPUGEICRTAS,,,,,,,,9000000,8370000,7784100,7239200,6732500,6261200,5822900,,,,,,,,,,,,
N,04817BJ,A,048,17,12,BJ,FIAT,GRAND SIENA ESSENCE 1.6 1S6EVD DAUNA 4L OPUGEICRTAS,,,,,,,,9000000,8370000,7784100,7239200,6732500,6261200,5822900,,,,,,,,,,,,
I,04405833,A,,044,05,833,FIAT,IDEA 1.4 SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,,,,3271800,3162800,2910600,,,,,
I,04405723,A,,044,05,723,FIAT,IDEA ADVENTURE 1.6 16V SEDAN 5 PUERTAS,,,,,,,,,5308000,5004000,4703300,4481900,4295100,4074800,3890600,3781100,,,,,,,,,,
I,04405653,A,,044,05,653,FIAT,IDEA ADVENTURE 1.8 8V SEDAN 5 PUERTAS,,,,,,,,,,,,,,,3671500,3507100,3397500,3287900,3162800,3108200,,,,,,
I,04405721,A,,044,05,721,FIAT,IDEA ATTRACTIVE 1.4 8V SEDAN 5 PUERTAS,,,,,,,,,4693400,4364600,4149900,3900900,3716900,3524200,3370100,3178300,3047000,2901900,2791500,,,,,,,
I,04405663,A,,044,05,663,FIAT,IDEA ELX 1.4 MPI 8V SEDAN 5 PUERTAS,,,,,,,,,4693400,4364600,4149900,3900900,3716900,3524200,3370100,3178300,3047000,2901900,2791500,,,,,,,
I,04405724,A,,044,05,724,FIAT,IDEA ESSENCE 1.6 16V SEDAN 5 PUERTAS,,,,,,,,,,,4371300,4122300,3937200,3744400,3589300,3397500,,,,,,,,,,
I,04405635,A,,044,05,635,FIAT,IDEA HLX 1.8MPI 8V SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,3397500,3287900,3233100,3162800,3108200,2958300,,,,,
I,04405722,A,,044,05,722,FIAT,IDEA SPORTING 1.6 16V SEDAN 5 PUERTAS,,,,,,,,,,,,,,3964700,3808500,3671500,,,,,,,,,,
N,0041792,A,004,17,26,92,FIAT,IVECO DAILY 49.10 Chasis ConC HCASIS C/CABINA,,,,,,,,,,,,,,,,,,,,,,,,,8552200,8124300
I,04402684,A,,044,02,684,FIAT,LINEA 1.9 16V SEDAN 4 PUERTAS,,,,,,,,,,,,,,,3342700,3233100,3178300,,,,,,,,,
I,04402740,A,,044,02,740,FIAT,LINEA ABSOLUTE 1.8 16V SEDAN 4 PUERTAS,,,,,,,,,5475600,5170800,4869300,4315900,4074800,3854600,3616700,,,,,,,,,,,
I,04402741,A,,044,02,741,FIAT,LINEA ABSOLUTE 1.8 16V DUSAELDOAGNIC 4 PUERTAS,,,,,,,,5953000,5587400,5282000,4979900,4426600,4184900,3964700,3726300,,,,,,,,,,,
I,04402688,A,,044,02,688,FIAT,LINEA DUALOGIC 1.9 16V SEDAN 4 PUERTAS,,,,,,,,,,,,,,,3452300,3342700,3287900,,,,,,,,,
I,04402739,A,,044,02,739,FIAT,LINEA HLX 1.8 16V SEDAN 4 PUERTAS,,,,,,,,5669500,5308000,5004000,4703300,4149900,3909600,3689400,3452300,,,,,,,,,,,
I,04402738,A,,044,02,738,FIAT,LINEA HLX 1.8 16V DUALOGICSEDAN 4 PUERTAS,,,,,,,,,,,,,4019800,3854600,3616700,,,,,,,,,,,
I,04404754,A,,044,04,754,FIAT,MAREA 1.6 RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,888800
I,04402421,A,,044,02,421,FIAT,MAREA 1.6 ELX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,916100,888800,866000,843300,820500
I,04402420,A,,044,02,420,FIAT,MAREA 1.6 SX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,797700,774900
I,04402445,A,,044,02,445,FIAT,MAREA 1.9 TD ELX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
I,04402422,A,,044,02,422,FIAT,MAREA 2.0 HLX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,877400,854600
N,0281752,A,028,17,12,52,FIAT,MAREA ELX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,916100,888800,866000,843300,820500
N,0481752,A,048,17,12,52,FIAT,MAREA ELX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,916100,888800,866000,843300,820500
I,04402435,A,,044,02,435,FIAT,MAREA ELX 1.8 SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
N,0481786,A,048,17,14,86,FIAT,MAREA ELX 1.9 JTD RURAL 4/5 PUERTAS,,,,,,,,,,,,,,,,,,,1499600,1445100,1288300,906600,864100,835700,807200,778700
N,0281786,A,028,17,00,86,FIAT,MAREA ELX 1.9 JTD RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,1499600,1445100,1288300,906600,864100,835700,807200,778700
I,04404533,A,,044,04,533,FIAT,MAREA ELX 1.9 JTD RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,1499600,1445100,1288300,906600,864100,835700,807200,778700
I,04402533,A,,044,02,533,FIAT,MAREA ELX 1.9 JTD SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,1499600,1445100,1288300,906600,864100,835700,807200,778700
N,0481785,A,048,17,14,85,FIAT,MAREA ELX 2.0 20V RURAL 4/5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,916100,888800,866000,843300,820500
N,0281785,A,028,17,00,85,FIAT,MAREA ELX 2.0 20V RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,916100,888800,866000,843300,820500
I,04402529,A,,044,02,529,FIAT,MAREA ELX 2.0 20V MPI SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,916100,888800,866000,843300,820500
I,04404449,A,,044,04,449,FIAT,MAREA ELX TD100 RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,911600
N,0281754,A,028,17,12,54,FIAT,MAREA HLX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,877400,854600
N,0481754,A,048,17,12,54,FIAT,MAREA HLX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,877400,854600
N,0281753,A,028,17,12,53,FIAT,MAREA HLXD SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,877400,854600
N,0481753,A,048,17,12,53,FIAT,MAREA HLXD SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,877400,854600
N,0281751,A,028,17,12,51,FIAT,MAREA SX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,797700,774900
N,0481751,A,048,17,12,51,FIAT,MAREA SX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,797700,774900
I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
I,04402580,A,,044,02,580,FIAT,MAREA SX 1.6 MPI 16V SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,1417800,1363300,1192900,734800,712200,,,
I,04402479,A,,044,02,479,FIAT,MAREA SX 1.8 SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,820500,797700
I,04404429,A,,044,04,429,FIAT,MAREA SX 2.0 20V RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,888800
I,04402443,A,,044,02,443,FIAT,MAREA SX BIPOWER SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,820500,797700
I,04402540,A,,044,02,540,FIAT,MAREA TD 75 SX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
I,04404425,A,,044,04,425,FIAT,MAREA TD100 ELX RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
I,04402425,A,,044,02,425,FIAT,MAREA TD100 ELX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
I,04402426,A,,044,02,426,FIAT,MAREA TD100 HLX SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
I,04404614,A,,044,04,614,FIAT,MAREA WEEKEND 1.9 ELX TDR U10R0AL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,854600
I,04404534,A,,044,04,534,FIAT,MAREA WEEKEND ELX 1.9 JTRDURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,1030600,1002800,980000,957200,934400
I,04404531,A,,044,04,531,FIAT,MAREA WEEKEND ELX 2.0 20RVU MRAPLI  5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,1030600,1002800,980000,957200,934400
I,04405849,A,,044,05,849,FIAT,MOBI 1.0 8V EASY SEDAN 5 PUERTAS,,,9936900,9463700,9013000,8262400,7537300,6907900,6331300,5859200,,,,,,,,,,,,,,,,
I,04405848,A,,044,05,848,FIAT,MOBI 1.0 8V WAY SEDAN 5 PUERTAS,,,12500000,11500000,10000000,9000000,8017100,7347700,6734300,6232200,,,,,,,,,,,,,,,,
I,04405930,A,,044,05,930,FIAT,MOBI LIKE 1.0 SEDAN 5 PUERTAS,,18160000,12000000,11000000,9500000,,,,,,,,,,,,,,,,,,,,,
I,04404551,A,,044,04,551,FIAT,MULTIPLA 1.9 JTD RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,972800,936300,899800,863300
I,04430810,A,,044,30,810,FIAT,NUEVO FIORINO 1.4 8V FURGONETA,,16850000,14400000,13500000,12600000,11700000,10800000,9900000,9000000,8100000,7200000,6750000,,,,,,,,,,,,,,
N,02817BS,A,028,17,17,BS,FIAT,NUEVO PUNTO ATTRACTIVE S1E.4DAN 5 PUERTAS,,,,,,,,,5407600,5026300,4707900,4354800,4099500,3103900,2914000,2797400,,,,,,,,,,
N,04817BS,A,048,17,17,BS,FIAT,NUEVO PUNTO ATTRACTIVE S1E.4DAN 5 PUERTAS,,,,,,,,,5407600,5026300,4707900,4354800,4099500,3103900,2914000,2797400,,,,,,,,,,
N,02817BT,A,028,17,17,BT,FIAT,NUEVO PUNTO ESSENCE 1.6 S1E6DVAN 5 PUERTAS,,,,,,,,,5704700,5322000,5002100,4649000,4392300,3861200,3729300,,,,,,,,,,,
N,04817BT,A,048,17,17,BT,FIAT,NUEVO PUNTO ESSENCE 1.6 S1E6DVAN 5 PUERTAS,,,,,,,,,5704700,5322000,5002100,4649000,4392300,3861200,3729300,,,,,,,,,,,
N,02817BY,A,028,17,17,BY,FIAT,NUEVO PUNTO ESSENCE 1.6 S1E6DVA DNU 5A LPOUGERICTAS,,,,,,,,,5823600,5440200,5119800,4766700,4509400,4040900,3842500,,,,,,,,,,,
N,04817BY,A,048,17,17,BY,FIAT,NUEVO PUNTO ESSENCE 1.6 S1E6DVA DNU 5A LPOUGERICTAS,,,,,,,,,5823600,5440200,5119800,4766700,4509400,4040900,3842500,,,,,,,,,,,
N,02817BZ,A,028,17,17,BZ,FIAT,NUEVO PUNTO ESSENCE 1.6 S1E6DVA SNP O5 RPTUINERGTAS,,,,,,,,,5704700,5499400,5119800,4766700,4509400,4275200,,,,,,,,,,,,
N,04817BZ,A,048,17,17,BZ,FIAT,NUEVO PUNTO ESSENCE 1.6 S1E6DVA SNP O5 RPTUINERGTAS,,,,,,,,,5704700,5499400,5119800,4766700,4509400,4275200,,,,,,,,,,,,
I,04405835,A,,044,05,835,FIAT,NUEVO UNO ATTRACTIVE 1.4S E8DVAN 5 PUERTAS,,,,,,,,,4858600,4558500,4364700,4192900,3967400,3864800,3778000,3709900,,,,,,,,,,
I,04455815,A,,044,55,815,FIAT,NUEVO UNO CARGO 1.4 8V UTILITARIO,,,,,,,,,4433500,4290800,4149900,3981300,,,,,,,,,,,,,,
I,04405836,A,,044,05,836,FIAT,NUEVO UNO SPORTING 1.4 8SVEDAN 5 PUERTAS,,,,,,,,,,4731200,4536600,4296000,4138400,4070000,3982200,,,,,,,,,,,
I,04405834,A,,044,05,834,FIAT,NUEVO UNO WAY 1.4 8V SEDAN 5 PUERTAS,,,,,,,,,,4593000,4399100,4158500,4001600,3899000,3812000,3743900,,,,,,,,,,
N,02817AY,A,028,17,17,AY,FIAT,PALIO (326) ATTRACTIVE 5P 1S.E4D 8AVN 5 PUERTAS,,,,,,,,5943700,5401900,5051600,4705100,4318400,4169200,3976800,,,,,,,,,,,,
N,04817AY,A,048,17,17,AY,FIAT,PALIO (326) ATTRACTIVE 5P 1S.E4D 8AVN 5 PUERTAS,,,,,,,,5943700,5401900,5051600,4705100,4318400,4169200,3976800,,,,,,,,,,,,
N,02817BN,A,028,17,17,BN,FIAT,PALIO (326) ESCENCE 5P 1.6 S1E6DVAN 5 PUERTAS,,,,,,,,,5857500,5505000,5156300,4898400,4554100,4233400,,,,,,,,,,,,
N,04817BN,A,048,17,17,BN,FIAT,PALIO (326) ESSENCE 5P 1.6 1S6EVDAN 5 PUERTAS,,,,,,,,,5857500,5505000,5156300,4898400,4554100,4233400,,,,,,,,,,,,
I,04422715,A,,044,22,715,FIAT,PALIO 1.4 SEDAN 3 PUERTAS,,,,,,,,,,,,,,,2968100,2872400,2744700,2649000,2604300,2540800,,,,,,
I,04405715,A,,044,05,715,FIAT,PALIO 1.4 SEDAN 5 PUERTAS,,,,,,,,,,,,,,,3032000,2936200,2808500,,,,,,,,,
I,04422661,A,,044,22,661,FIAT,PALIO 1.4 FIRE SEDAN 3 PUERTAS,,,,,,,,,,,,3609400,3175000,2982600,2840500,2712800,2649000,2585100,2509000,,,,,,,
I,04422662,A,,044,22,662,FIAT,PALIO 1.4 FIRE SEDAN 3 PUERTAS,,,,,,,,,,,,3609400,3175000,2982600,2840500,2712800,2649000,2585100,2509000,,,,,,,
I,04405662,A,,044,05,662,FIAT,PALIO 1.4 FIRE SEDAN 5 PUERTAS,,,,,,,,,,,,3673800,3239200,3046700,2904300,2776600,2712800,2649000,2572500,,,,,,,
I,04422718,A,,044,22,718,FIAT,PALIO 1.6 SEDAN 3 PUERTAS,,,,,,,,,,,,,,3463700,3319200,3191500,,,,,,,,,,
I,04405718,A,,044,05,718,FIAT,PALIO 1.6 SEDAN 5 PUERTAS,,,,,,,,,,,,,,3463700,3319200,3191500,,,,,,,,,,
I,04422361,A,,044,22,361,FIAT,PALIO 1.6 SPI SEDAN 3 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,1294200,1259700
I,04422362,A,,044,22,362,FIAT,PALIO 1.7 TD SEDAN 3 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,1345900,1311400
I,04405362,A,,044,05,362,FIAT,PALIO 1.7 TD SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,1466700,1432200
I,04422640,A,,044,22,640,FIAT,PALIO 1.8R SEDAN 3 PUERTAS,,,,,,,,,,,,,,,,,2808500,2744700,2667800,2604300,,,,,,
I,04405640,A,,044,05,640,FIAT,PALIO 1.8R SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,3063900,2936200,2808500,2731300,2667800,,,,,,
I,04422229,A,,044,22,229,FIAT,PALIO 16V SEDAN 3 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,1449500,1415000
I,04405229,A,,044,05,229,FIAT,PALIO 16V SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,1449500,1415000
I,04422407,A,,044,22,407,FIAT,PALIO 16V MPI SEDAN 3 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,1449500,1415000
